Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
18.7600        -150.553     -186.764       36.211  2593.9
18.7650        -150.339     -186.813       36.474  2612.8
18.7700        -150.722     -186.888       36.165  2590.6
18.7750        -150.754     -186.923       36.169  2590.9
18.7800        -150.677     -186.917       36.240  2596.0
18.7850        -150.464     -186.800       36.336  2602.8
18.7900        -150.720     -186.589       35.869  2569.4
18.7950        -151.211     -186.344       35.133  2516.7
18.8000        -151.417     -186.053       34.637  2481.1
18.8050        -151.356     -185.714       34.357  2461.1
18.8100        -151.525     -185.180       33.655  2410.8
18.8150        -150.958     -184.400       33.442  2395.6
18.8200        -151.031     -183.371       32.340  2316.6
18.8250        -150.978     -182.360       31.382  2248.0
18.8300        -150.986     -181.621       30.635  2194.5
18.8350        -151.192     -181.368       30.176  2161.6
18.8400        -151.024     -181.613       30.589  2191.2
18.8450        -150.828     -182.208       31.381  2247.9
18.8500        -151.098     -182.919       31.822  2279.5
18.8550        -151.416     -183.552       32.136  2302.0
18.8600        -151.312     -184.138       32.827  2351.5
18.8650        -151.340     -184.726       33.385  2391.5
18.8700        -151.384     -185.460       34.075  2440.9
18.8750        -151.103     -186.312       35.210  2522.2
18.8800        -151.139     -187.153       36.014  2579.8
18.8850        -150.760     -187.864       37.104  2657.9
18.8900        -150.329     -188.435       38.106  2729.6
18.8950        -150.474     -188.763       38.289  2742.8
18.9000        -150.331     -188.668       38.337  2746.2
18.9050        -150.491     -188.070       37.579  2691.9
18.9100        -150.178     -187.160       36.983  2649.2
18.9150        -150.813     -186.188       35.375  2534.0
18.9200        -151.015     -185.313       34.297  2456.8
18.9250        -150.846     -184.671       33.825  2423.0
18.9300        -150.727     -184.315       33.588  2406.0
18.9350        -150.816     -184.319       33.503  2399.9
18.9400        -150.643     -184.832       34.190  2449.1
18.9450        -150.893     -185.678       34.785  2491.7
18.9500        -151.134     -186.630       35.496  2542.7
18.9550        -151.011     -187.281       36.270  2598.1
18.9600        -151.331     -187.460       36.129  2588.0
18.9650        -151.371     -187.175       35.804  2564.7
18.9700        -151.131     -186.652       35.521  2544.5
18.9750        -151.350     -186.220       34.870  2497.8
18.9800        -151.496     -186.111       34.615  2479.6
18.9850        -151.733     -186.330       34.596  2478.2
18.9900        -151.841     -186.826       34.985  2506.1
18.9950        -152.218     -187.379       35.161  2518.7
19.0000        -152.110     -187.936       35.826  2566.3
19.0050        -151.849     -188.366       36.517  2615.8
19.0100        -151.253     -188.475       37.222  2666.3
19.0150        -151.527     -188.232       36.705  2629.3
19.0200        -151.691     -187.602       35.911  2572.4
19.0250        -151.316     -186.670       35.354  2532.5
19.0300        -151.837     -185.760       33.923  2430.0
19.0350        -151.596     -185.273       33.677  2412.4
19.0400        -151.899     -185.311       33.413  2393.4
19.0450        -152.257     -185.850       33.594  2406.4
19.0500        -152.057     -186.590       34.532  2473.7
19.0550        -151.940     -187.285       35.344  2531.8
19.0600        -152.376     -187.855       35.479  2541.4
19.0650        -151.971     -188.366       36.395  2607.1
19.0700        -151.802     -188.756       36.955  2647.2
19.0750        -152.158     -188.803       36.645  2625.0
19.0800        -152.067     -188.366       36.298  2600.1
19.0850        -152.482     -187.484       35.003  2507.3
19.0900        -152.256     -186.416       34.161  2447.0
19.0950        -152.804     -185.488       32.684  2341.3
19.1000        -152.434     -184.905       32.472  2326.0
19.1050        -152.645     -184.638       31.993  2291.8
19.1100        -152.591     -184.545       31.953  2288.9
19.1150        -152.228     -184.467       32.240  2309.4
19.1200        -152.221     -184.412       32.191  2305.9
19.1250        -152.300     -184.453       32.154  2303.3
19.1300        -152.388     -184.629       32.241  2309.5
19.1350        -152.551     -184.945       32.394  2320.5
19.1400        -152.754     -185.302       32.548  2331.5
19.1450        -152.908     -185.639       32.731  2344.6
19.1500        -152.862     -185.813       32.951  2360.4
19.1550        -152.994     -185.803       32.809  2350.2
19.1600        -152.931     -185.633       32.701  2342.5
19.1650        -153.394     -185.456       32.062  2296.7
19.1700        -153.271     -185.341       32.070  2297.3
19.1750        -153.187     -185.278       32.091  2298.7
19.1800        -153.005     -185.169       32.164  2304.0
19.1850        -153.047     -184.926       31.879  2283.6
19.1900        -153.243     -184.497       31.253  2238.8
19.1950        -153.010     -183.927       30.917  2214.7
19.2000        -153.052     -183.370       30.318  2171.8
19.2050        -152.857     -183.029       30.172  2161.3
19.2100        -153.080     -183.039       29.959  2146.0
19.2150        -153.172     -183.376       30.203  2163.5
19.2200        -153.215     -184.026       30.811  2207.0
19.2250        -153.054     -184.777       31.723  2272.4
19.2300        -152.929     -185.388       32.459  2325.1
19.2350        -152.963     -185.675       32.712  2343.2
19.2400        -152.590     -185.754       33.164  2375.6
19.2450        -152.637     -185.777       33.140  2373.9
19.2500        -152.858     -185.761       32.903  2357.0
19.2550        -152.965     -185.685       32.719  2343.8
19.2600        -152.820     -185.842       33.022  2365.4
19.2650        -153.024     -186.422       33.399  2392.4
19.2700        -152.917     -187.242       34.326  2458.8
19.2750        -152.829     -187.896       35.067  2511.9
19.2800        -152.412     -188.079       35.668  2555.0
19.2850        -152.007     -187.677       35.670  2555.2
19.2900        -151.346     -186.907       35.561  2547.3
19.2950        -151.813     -185.983       34.170  2447.7
19.3000        -151.628     -185.193       33.565  2404.3
19.3050        -152.012     -184.816       32.804  2349.8
19.3100        -151.928     -185.005       33.077  2369.4
19.3150        -151.743     -185.610       33.867  2426.0
19.3200        -151.700     -186.300       34.599  2478.4
19.3250        -151.700     -186.798       35.098  2514.2
19.3300        -152.494     -186.840       34.346  2460.3
19.3350        -152.495     -186.272       33.777  2419.6
19.3400        -152.395     -185.257       32.862  2354.0
19.3450        -152.411     -184.184       31.772  2276.0
19.3500        -152.388     -183.496       31.108  2228.4
19.3550        -152.255     -183.540       31.285  2241.0
19.3600        -152.568     -184.230       31.662  2268.1
19.3650        -152.607     -185.235       32.628  2337.3
19.3700        -152.473     -186.143       33.669  2411.8
19.3750        -152.492     -186.678       34.186  2448.9
19.3800        -152.837     -186.727       33.890  2427.7
19.3850        -152.638     -186.369       33.731  2416.3
19.3900        -153.026     -185.871       32.845  2352.8
19.3950        -152.738     -185.537       32.799  2349.5
19.4000        -152.596     -185.694       33.098  2370.9
19.4050        -152.461     -186.457       33.996  2435.2
19.4100        -152.840     -187.612       34.773  2490.9
19.4150        -152.454     -188.803       36.349  2603.8
19.4200        -152.220     -189.531       37.311  2672.7
19.4250        -152.093     -189.475       37.382  2677.8
19.4300        -151.829     -188.722       36.893  2642.8
19.4350        -151.481     -187.533       36.052  2582.5
19.4400        -151.446     -186.246       34.800  2492.8
19.4450        -150.898     -185.251       34.353  2460.8
19.4500        -150.716     -184.666       33.950  2431.9
19.4550        -150.642     -184.513       33.872  2426.3
19.4600        -150.937     -184.698       33.761  2418.4
19.4650        -150.756     -185.137       34.381  2462.8
19.4700        -150.272     -185.751       35.480  2541.5
19.4750        -149.954     -186.205       36.251  2596.7
19.4800        -149.504     -186.282       36.779  2634.6
19.4850        -149.610     -186.026       36.415  2608.5
19.4900        -149.690     -185.642       35.952  2575.4
19.4950        -149.968     -185.346       35.378  2534.2
19.5000        -149.846     -185.190       35.344  2531.8
19.5050        -149.671     -185.141       35.470  2540.8
19.5100        -149.214     -185.115       35.902  2571.8
19.5150        -149.181     -185.068       35.887  2570.7
19.5200        -148.760     -184.954       36.194  2592.7
19.5250        -148.768     -184.761       35.993  2578.3
19.5300        -148.590     -184.621       36.031  2581.0
19.5350        -148.644     -184.543       35.899  2571.5
19.5400        -148.534     -184.530       35.996  2578.5
19.5450        -148.580     -184.609       36.029  2580.8
19.5500        -148.514     -184.690       36.176  2591.4
19.5550        -148.653     -184.651       35.998  2578.6
19.5600        -148.986     -184.445       35.460  2540.1
19.5650        -149.221     -184.146       34.925  2501.8
19.5700        -148.898     -183.816       34.918  2501.3
19.5750        -148.693     -183.589       34.896  2499.7
19.5800        -148.487     -183.417       34.930  2502.1
19.5850        -148.444     -183.288       34.844  2496.0
19.5900        -147.892     -183.306       35.414  2536.8
19.5950        -148.151     -183.483       35.332  2530.9
19.6000        -148.524     -183.760       35.236  2524.0
19.6050        -148.442     -184.000       35.557  2547.1
19.6100        -148.548     -184.063       35.514  2544.0
19.6150        -148.520     -183.998       35.478  2541.4
19.6200        -148.307     -183.870       35.563  2547.5
19.6250        -148.356     -183.712       35.357  2532.7
19.6300        -148.234     -183.485       35.251  2525.1
19.6350        -147.855     -183.136       35.281  2527.3
19.6400        -147.751     -182.708       34.957  2504.1
19.6450        -147.592     -182.372       34.779  2491.3
19.6500        -147.198     -182.270       35.072  2512.3
19.6550        -147.175     -182.479       35.304  2529.0
19.6600        -147.580     -182.945       35.365  2533.3
19.6650        -147.684     -183.653       35.970  2576.6
